15;0;0;0;2;1;0;2;1;0;28;2;3;1;1;1;0;1;2;0;0;1;0;1;0;1;2;1;1;1;0;0;0;0;2;1;0;0;1;0;0;1;0;2;1;0;1;0;0;2;1;3;0;0;0;2;1;0;1;1;0;1;2;2;0;0;1;1;2;1;0;0;0;3;1;1;0;1;1;0;0;0;0;1;1;0;1;2;1;0;1;0;1;2;1;1;1;0;1;1;1;2;1;0;2;0;0;1;0;1;0;0;0;1;1;0;1;1;1;2;1;0;2;0;0;0;0;1;1;2;1;1;0;1;4;0;2;0;1;0;1;1;0;0;1;0;1;0;1;1;1;0;2;0;0;0;1;0;2;0;1;3;2;1;0;1;1;1;1;0;0;0;1;0;0;0;2;0;0;0;1;3;0;0;0;0;2;0;1;0;0;0;1;0;0;0;3;2;6;1;0
16;1;0;0;1;0;1;2;2;0;2;27;1;1;2;0;3;0;0;0;1;2;1;2;0;1;2;2;1;0;1;0;0;0;2;0;1;1;1;0;1;0;4;1;0;1;0;0;0;1;3;0;0;1;0;1;0;1;1;1;0;3;0;0;0;0;0;1;0;0;1;0;2;1;0;2;1;2;0;0;0;1;0;2;1;0;0;2;1;0;1;0;0;1;1;1;2;0;0;1;0;0;1;1;1;0;0;0;2;0;0;1;0;0;0;2;0;1;0;1;0;1;0;0;0;0;1;1;0;1;1;1;0;1;1;0;2;1;1;0;0;1;0;2;0;1;0;0;0;0;0;0;2;0;0;0;1;1;3;0;2;1;1;0;0;0;1;0;2;1;1;0;1;0;0;1;0;0;1;0;0;3;0;0;0;2;2;1;1;2;1;0;1;0;0;2;0;1;2;1;2
17;0;0;1;0;1;0;2;2;2;3;1;32;0;4;0;0;0;1;3;1;1;1;1;0;0;1;3;1;0;0;1;2;1;3;1;1;0;0;0;1;2;0;1;1;1;2;1;0;3;0;3;1;1;0;0;2;1;1;1;0;3;0;1;0;1;1;0;1;0;0;0;1;2;2;0;1;0;0;2;2;0;2;0;0;0;1;4;2;1;0;0;1;0;1;0;0;1;0;0;0;0;2;0;3;0;1;1;2;2;0;0;1;0;0;1;1;0;1;2;3;1;0;3;0;1;0;0;2;1;0;1;2;0;1;0;0;0;0;0;1;2;2;1;0;2;0;2;0;1;0;0;0;0;0;2;2;0;1;2;2;2;1;2;0;0;3;0;0;2;0;1;2;0;0;1;0;1;1;0;1;2;1;0;2;1;1;3;0;1;4;1;0;1;0;0;1;0;0;1;0
1;2;0;0;4;2;0;1;1;1;1;1;0;19;1;0;0;1;0;2;0;0;0;3;0;0;1;0;0;0;1;0;1;0;1;0;0;1;0;0;1;1;1;0;2;0;0;2;1;0;1;1;0;1;1;0;1;0;1;0;0;3;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;2;0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;2;1;1;1;1;0;2;2;1;0;1;0;0;0;2;0;1;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;2;0;1;1;0;1;2;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2;2;1;1;1;0;0;0;2;1;0;0;2;0;2;0;0
7;0;1;0;3;0;0;0;0;1;1;2;4;1;30;0;1;0;3;1;0;0;0;0;1;0;2;2;1;0;1;1;0;1;1;1;1;0;3;0;2;4;0;1;0;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;2;0;0;1;2;0;1;1;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;1;2;0;0;0;1;1;1;0;0;3;2;0;0;1;0;1;2;1;0;2;0;1;0;1;0;3;0;0;1;1;2;1;1;1;1;2;1;1;0;2;1;2;1;0;2;0;1;2;3;0;2;3;3;1;1;2;3;1;2;0;0;0;1;3;2;1;0;2;1;1;1;0;1;1;0;1;0;0;0;1;2;0;2;0;1;1;1;1;0;0;2;0;0;0;0;2;1;1;1;1;1;0;0;2;3;0;1;0;1;3;0;1;2;0;0
2;0;3;1;0;0;1;1;0;0;1;0;0;0;0;25;0;2;2;1;1;2;1;0;1;2;0;1;0;2;2;0;0;1;0;0;1;0;0;0;1;0;0;0;2;0;1;1;1;1;0;0;1;0;1;2;2;0;1;0;1;1;0;1;0;1;0;1;0;2;1;2;0;0;1;1;2;1;1;0;3;1;0;0;1;0;0;0;1;1;0;1;0;2;0;1;0;1;1;1;1;0;2;0;1;1;2;1;0;0;0;1;3;1;1;0;1;0;0;1;2;0;0;1;1;0;2;0;1;1;1;0;0;0;0;2;2;1;1;0;2;1;1;1;1;0;2;1;1;0;0;1;1;2;1;2;1;2;2;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;1;2;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;2;0;1;1;0;1
3;0;0;0;1;2;1;1;3;0;0;3;0;0;1;0;22;1;1;0;0;0;1;0;0;0;1;2;1;0;1;0;0;1;3;0;3;1;0;0;0;0;0;1;0;0;1;0;0;1;2;0;1;0;0;1;1;0;0;2;0;1;0;0;0;1;1;1;0;2;1;0;1;1;1;2;0;3;1;0;0;0;0;1;0;1;0;1;0;0;2;1;1;0;1;2;2;0;1;1;0;0;0;2;0;1;1;0;0;0;1;0;1;1;1;1;0;1;0;1;1;1;0;1;2;1;2;0;0;1;0;1;1;0;0;1;0;0;0;1;1;0;1;1;0;0;1;0;1;1;0;1;1;1;1;0;1;0;1;0;1;0;0;0;1;0;2;1;1;0;0;2;2;2;0;0;0;1;2;0;1;4;0;0;2;2;2;0;0;0;1;3;1;0;1;1;0;0;1;0;0
22;0;0;1;2;2;0;0;1;4;1;0;0;1;0;2;1;26;2;0;1;1;0;1;0;2;2;0;0;0;0;2;0;2;0;0;1;2;0;0;1;0;1;1;0;0;0;1;1;0;0;0;0;1;1;0;1;1;0;1;0;1;1;0;1;1;1;1;1;2;1;1;2;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;1;0;2;0;0;0;0;2;0;0;2;3;1;1;0;0;0;1;0;0;1;0;2;1;0;3;2;0;1;2;0;0;0;0;1;3;1;0;0;0;0;0;0;1;1;1;2;1;1;0;0;1;1;1;1;1;2;0;2;1;0;2;2;1;1;0;1;0;3;0;1;2;2;0;2;2;0;2;0;2;1;1;0;0;0;1;1;0;1;2;0;1;0;1;0;1;1;0;0;1;2;0;0;1;1;1
23;1;0;0;1;1;1;0;2;3;2;0;1;0;3;2;1;2;37;0;1;2;2;0;2;0;0;0;0;3;0;0;0;0;2;0;1;0;1;0;3;0;0;0;0;0;0;0;3;1;0;4;0;1;3;1;2;0;0;3;1;0;3;1;2;1;0;2;1;3;1;1;2;1;1;0;1;0;3;0;0;1;0;0;0;0;2;1;0;1;0;1;0;2;2;2;1;1;1;2;4;0;0;0;0;1;2;2;0;1;1;2;1;1;0;0;0;1;3;3;0;3;2;2;2;1;1;2;0;1;2;2;0;0;0;0;0;2;3;2;2;2;2;1;1;0;1;1;2;2;0;2;1;1;1;1;0;0;0;3;1;1;1;1;1;0;1;3;1;2;1;1;0;2;0;1;0;1;1;0;1;0;0;0;0;1;2;2;1;2;1;0;2;2;1;3;1;0;3;0;2
24;3;0;1;2;0;1;0;2;0;0;0;3;2;1;1;0;0;0;24;0;0;0;0;1;0;0;0;0;1;0;2;3;1;0;1;1;0;2;1;2;0;1;2;0;1;1;2;0;1;0;2;1;0;2;0;1;0;1;0;1;3;0;1;2;0;0;0;0;0;1;2;1;0;0;2;0;1;0;1;1;0;1;0;1;2;0;0;0;0;0;1;1;1;2;0;0;1;1;1;0;0;4;1;4;1;1;2;2;2;1;1;1;1;1;1;1;0;1;0;1;0;0;3;0;0;2;0;0;0;0;1;1;0;1;0;0;0;2;1;1;2;2;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;1;2;1;1;1;0;0;0;0;0;0;1;1;0;0;0;2;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0
25;0;1;2;0;1;0;3;0;1;0;1;1;0;0;1;0;1;1;0;21;0;1;1;1;1;3;0;0;2;0;0;1;0;0;1;1;1;0;1;1;0;1;1;0;2;0;1;0;1;2;1;0;0;0;1;2;1;0;1;0;0;0;3;0;1;1;0;0;0;1;0;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;1;0;1;2;0;1;0;0;1;1;3;0;2;0;1;0;1;0;0;1;0;1;2;0;2;0;1;1;1;0;0;2;1;1;1;1;0;0;1;0;1;1;0;0;0;2;0;0;0;0;1;0;0;2;1;1;1;0;1;1;0;0;1;0;1;0;2;1;0;0;0;0;1;0;0;0;0;1;0;1;0;2;0;0;0;1;1;1;0;0;2;0;1;0;1;0;2;2;0;0;0;1;2;2;1;0;1;0;0;0;2;0;1
18;0;1;0;0;0;0;0;1;2;1;2;1;0;0;2;0;1;2;0;0;22;1;2;1;1;0;2;0;3;1;0;1;0;1;1;0;1;1;3;0;3;0;1;0;0;0;2;2;1;2;1;1;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;2;0;1;0;1;0;1;2;1;1;0;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;1;1;0;1;3;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;2;0;2;0;0;0;0;2;1;1;0;2;1;0;2;0;0;0;0;0;1;1;1;0;0;1;1;0;2;1;1;0;0;2;0;2;1;0;1;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;1;2;1
21;0;2;0;3;2;2;0;1;1;0;1;1;0;0;1;1;0;2;0;1;1;27;0;0;0;0;1;0;0;2;2;0;0;0;0;0;1;2;1;0;1;0;0;0;2;0;0;0;2;0;1;0;2;0;3;1;2;1;2;1;2;1;0;0;1;1;0;1;0;1;0;0;1;1;1;2;2;2;0;2;1;1;1;0;0;0;1;0;0;1;0;0;0;3;0;0;0;0;2;0;1;0;2;0;0;6;2;0;1;0;2;1;1;2;0;0;2;0;3;0;1;2;0;0;0;2;0;0;0;1;2;1;0;0;0;1;0;1;0;1;2;0;2;0;1;1;1;0;0;1;1;0;1;0;0;2;0;0;0;0;2;0;1;0;1;1;2;0;0;0;0;0;0;2;2;1;0;1;0;1;1;1;1;0;0;1;1;0;0;3;0;3;0;1;1;0;1;0;0;0
20;1;0;0;1;2;1;1;0;0;1;2;1;3;0;0;0;1;0;0;1;2;0;30;0;2;0;0;1;0;1;1;0;0;0;1;1;3;1;1;2;0;1;3;2;1;1;2;1;1;2;1;0;1;0;1;2;0;1;3;0;0;1;0;0;0;0;0;1;0;1;1;1;0;0;2;2;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;1;2;0;0;1;1;1;1;0;2;4;2;0;0;2;2;1;1;2;0;2;0;2;0;1;1;0;0;0;0;0;0;0;0;1;3;1;0;2;1;0;1;1;1;1;0;1;2;0;0;0;0;0;2;1;2;1;1;0;0;0;1;1;1;0;0;0;0;0;2;2;1;0;3;2;0;0;1;1;0;0;0;1;2;0;0;0;1;0;2;0;0;2;2;1;1;1;1;1;0;0;1;1;3;0;1;2;0;2
19;0;2;2;1;0;0;2;2;0;0;0;0;0;1;1;0;0;2;1;1;1;0;0;25;0;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;1;0;0;2;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;0;0;1;0;1;0;1;0;1;1;3;1;2;0;1;2;0;2;1;1;0;1;0;0;3;2;2;0;0;0;0;0;1;1;2;0;0;0;4;0;0;1;1;1;2;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;2;0;1;1;2;3;1;1;0;1;0;1;0;0;0;1;0;2;2;0;0;0;0;0;1;0;1;2;1;1;0;1;2;0;1;0;1;1;1;1;0;1;1;0;0;1;2;0;0;0;0;0;0;2;0;1;1;0;0;0;1;1;0;0;1;1;0;1;0;0;1;2;0;1;1;1;0;0;0
5;1;0;3;0;0;0;0;3;0;1;1;0;0;0;2;0;2;0;0;1;1;0;2;0;29;3;4;0;1;2;1;0;0;1;2;0;1;1;0;0;1;0;2;1;0;1;0;0;1;1;1;1;2;1;2;2;1;0;2;1;0;1;0;0;1;1;1;4;1;2;3;0;1;1;0;2;2;1;2;2;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;2;0;0;4;1;1;2;0;1;0;2;1;1;0;1;1;1;0;3;0;0;0;2;0;3;0;0;3;0;3;2;1;1;1;0;2;0;0;0;1;0;0;1;1;1;0;0;2;0;3;1;0;2;0;0;1;0;1;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;1;3;5;2;1;0;0;2;5;0;1;0;1;1;1;0;2;0;0;1;0;1;0;1;1;0;0
26;0;0;1;1;1;0;2;0;3;2;2;1;1;2;0;1;2;0;0;3;0;0;0;1;3;33;3;0;0;1;0;1;0;1;2;1;2;0;0;0;0;1;3;0;1;0;1;1;1;2;1;1;2;0;1;1;0;1;1;2;1;0;0;0;1;1;0;0;1;1;1;0;1;0;2;3;0;2;0;2;0;0;0;0;0;1;1;0;0;3;1;0;0;0;0;0;0;1;0;3;2;1;2;2;0;1;1;0;1;1;1;1;0;0;1;0;1;1;3;4;1;0;2;0;2;0;2;0;2;0;2;1;2;2;0;0;2;0;1;1;4;1;0;0;0;0;0;1;0;1;0;1;0;2;2;1;0;1;0;0;3;0;0;0;0;0;2;2;3;1;0;1;1;1;1;1;1;0;0;2;0;0;0;1;1;1;0;0;3;1;1;1;2;1;2;3;0;3;1;1
27;1;1;2;1;1;1;4;0;1;1;2;3;0;2;1;2;0;0;0;0;2;1;0;1;4;3;33;1;3;0;2;0;0;1;0;0;0;1;2;3;2;1;0;0;0;0;0;1;2;2;1;0;0;0;7;2;1;1;1;0;0;2;0;1;1;0;0;1;3;1;2;0;0;1;1;1;1;4;1;1;0;2;0;0;0;3;0;1;1;1;0;0;0;0;2;1;0;0;3;0;2;2;1;1;0;0;2;1;1;0;0;0;1;0;2;1;1;0;0;2;1;0;3;0;1;2;2;1;1;1;0;0;3;1;0;0;1;0;0;1;0;1;0;0;0;0;4;0;1;0;1;1;0;1;1;2;2;4;1;0;1;3;0;1;0;0;1;1;0;0;1;1;0;2;0;2;0;0;2;0;2;1;1;1;0;1;0;1;1;3;1;1;1;1;1;0;0;1;1;1
28;1;2;1;0;0;2;1;2;1;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;31;0;0;1;0;1;2;0;3;0;2;1;0;3;1;0;0;0;2;3;0;0;1;1;2;0;1;3;1;0;2;0;0;1;0;1;0;0;0;1;1;1;0;1;0;1;0;3;2;1;1;1;0;0;1;1;0;0;0;1;1;2;0;3;1;1;1;1;0;0;0;1;0;1;3;0;0;1;1;3;0;0;2;0;0;0;1;2;0;1;0;2;1;0;1;4;1;0;1;1;1;0;1;2;0;0;1;0;0;2;0;2;1;3;1;0;0;2;0;3;0;1;0;1;2;0;0;1;3;1;2;1;1;2;1;0;0;0;1;0;2;1;1;2;1;1;0;0;0;0;3;1;0;2;1;2;1;1;2;1;2;0;1;2;0;0;0;0;1;1;1;2;1
29;1;0;0;1;0;1;1;1;0;1;0;0;0;0;2;0;0;3;1;2;3;0;0;0;1;0;3;0;29;0;0;1;0;1;1;2;1;0;2;1;3;0;0;1;0;1;0;0;3;0;0;0;1;1;3;1;0;1;0;1;3;0;3;0;2;0;0;0;2;0;1;1;2;0;0;2;0;1;2;1;2;0;0;0;1;0;0;0;0;2;0;1;2;0;0;1;2;0;0;2;2;2;0;0;0;0;0;0;0;0;1;1;3;0;0;1;1;0;0;0;1;0;0;1;1;1;1;1;2;0;0;2;2;3;0;0;2;0;1;2;0;1;1;3;0;0;1;1;3;0;0;0;1;1;1;1;2;1;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;2;0;1;0;1;1;1;0;0;1;2;1;1;1;3;0;0;1;0;0;0;0;0;0;2;1;1
30;1;1;0;1;1;0;2;1;1;0;1;0;1;1;2;1;0;0;0;0;1;2;1;0;2;1;0;0;0;19;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;2;1;0;0;0;0;0;1;1;0;1;0;1;1;0;0;1;1;1;1;0;0;1;1;1;3;2;1;0;1;0;0;0;0;0;1;2;0;2;0;0;0;1;1;1;0;1;0;0;0;0;1;0;1;1;2;0;1;1;1;1;1;0;3;0;1;0;1;0;0;0;0;1;2;0;0;2;0;1;0;1;0;0;0;0;0;1;0;1;1;1;0;1;0;1;1;0;0;1;0;2;0;1;1;0;0;0;0;1;3;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;2;1;0;1;1;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;2;0;1
31;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;2;0;2;0;0;2;1;0;1;0;2;1;0;0;18;2;0;0;0;1;1;2;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;1;2;1;0;0;1;0;1;0;1;1;0;0;0;0;0;1;0;1;0;0;3;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;1;0;0;1;1;1;0;0;0;1;2;1;1;1;1;0;1;0;3;0;0;2;1;1;0;0;0;0;0;0;1;1;1;0;1;1;0;1;0;0;2;1;0;1;0;1;0;2;1;0;1;0;0;0;2;0;0;2;0;3;1;1;2;1;2;0;1;1;0;1;1;1;0;1;1;2;1;0;0;0;0;0;1;1;1;1;0;1;0;1;1;1;0;0;0;2;1;0;0;0;1;0
32;1;1;1;0;1;2;0;1;0;0;0;2;1;0;0;0;0;0;3;1;1;0;0;0;0;1;0;0;1;0;2;23;2;0;0;0;1;2;1;2;0;1;1;1;2;0;1;1;0;0;1;2;0;1;1;0;3;0;0;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;3;0;1;0;1;1;0;0;1;3;0;2;0;1;1;1;0;0;1;1;3;0;2;0;2;1;3;2;0;1;1;1;0;3;1;2;0;1;3;1;0;1;1;0;0;0;0;1;2;2;0;0;0;1;1;0;1;0;1;0;1;2;0;0;0;0;1;0;0;1;0;0;2;1;1;0;0;1;0;2;0;0;0;0;0;1;0;1;0;0;1;1;1;0;1;0;0;0;0;0;1;0;2;0;0;0;1;2;1;2;0;0;0;1;1;1;1;1;0
33;1;0;0;2;1;0;0;1;1;0;0;1;0;1;1;1;2;0;1;0;0;0;0;1;0;0;0;1;0;0;0;2;24;0;0;1;0;0;1;0;1;0;1;0;3;1;0;2;1;1;2;0;1;0;1;1;0;2;0;0;1;4;0;1;0;1;0;0;1;2;0;1;0;0;0;1;1;1;0;1;1;0;1;1;0;0;1;3;1;2;0;0;0;0;1;0;0;2;0;2;1;2;1;1;0;0;2;1;0;2;0;0;0;1;0;1;0;1;1;1;0;1;0;2;1;0;1;0;1;1;1;1;0;0;0;0;1;3;0;2;2;1;0;0;1;0;1;0;1;0;2;1;1;0;2;1;2;1;1;0;0;1;0;1;1;0;1;1;1;0;1;1;0;0;2;2;0;0;0;0;1;2;0;0;0;2;0;0;1;0;2;2;0;1;0;2;0;0;0;1
